hanzi,keyword,zhuyin,pinyin,decomposition,definition,example,example_zhuyin,example_pinyin,simplified,rth_index,frequency_index,learn_order,network_level,decompstr 
啇,antique,,dí chì,"{'character': '啇', 'once': ['No glyph available', '𪞐'], 'radical': ['亠', '丷', '欠', '子'], 'graphical': ['一', '丶', '丷', '⺈', '人', '㇇', '亅', '一']}",,,,,啇,,,1908,2,"['𪞐\t', '亠\t丷\t欠\t子', '一\t丶\t丷\t⺈\t人\t㇇\t亅\t一']"
溥,,,pǔ bó bù fū pò,"{'character': '溥', 'once': ['氵', '尃'], 'radical': ['氵', '十', '用', '丶', '寸'], 'graphical': ['⺀', '㇀', '一', '丨', '冂', '二', '丨', '丶', '𠂇', '亅', '丶']}",,,,,溥,,,1920,4,"['氵 [water]尃 [gummed label]\t', '氵\t十\t用\t丶\t寸', '⺀\t㇀\t一\t丨\t冂\t二\t丨\t丶\t𠂇\t亅\t丶']"
皃,,,mào,"{'character': '皃', 'once': ['白', '儿'], 'radical': ['白', '儿'], 'graphical': ['口', '一', '㇒', '丿', '乚']}",,,,,皃,,,1930,3,"['白 [white/dove]儿 [human legs / child]\t', '白\t儿', '口\t一\t㇒\t丿\t乚']"
孛,comet/sunday school,,bèi bó,"{'character': '孛', 'once': ['十', 'No glyph available'], 'radical': ['十', '冖', '子'], 'graphical': ['一', '丨', '冖', '㇇', '亅', '一']}",,,,,孛,,,1931,2,"['十 [ten]\t', '十\t冖\t子', '一\t丨\t冖\t㇇\t亅\t一']"
朕,,,zhèn,"{'character': '朕', 'once': ['月', '关'], 'radical': ['月', '丷', '一', '大'], 'graphical': ['冂', '二', '丷', '一', '人', '一']}",,,,,朕,,,1945,2,"['月 [flesh/moon]关 [golden calf]\t', '月\t丷\t一\t大', '冂\t二\t丷\t一\t人\t一']"
堇,spinache,,jǐn,"{'character': '堇', 'once': ['廿', 'No glyph available'], 'radical': ['廿', '口', '丨', '王'], 'graphical': ['卄', '一', '口', '丨', '一', '一', '丨', '一']}",,,,,堇,,,1974,1,"['廿 [twenty]\t', '廿\t口\t丨\t王', '卄\t一\t口\t丨\t一\t一\t丨\t一']"
豸,bao nu/leopard,,zhì,"{'character': '豸', 'once': ['爫', '犭'], 'radical': ['豸'], 'graphical': ['爫', '㇁', '㇒']}",,,,,豸,,,1974,1,"['爫犭 [pack of wild dogs]\t', '豸', '爫\t㇁\t㇒']"
朔,,,shuò,"{'character': '朔', 'once': ['屰', '月'], 'radical': ['丷', '一', '屮', '月'], 'graphical': ['丷', '一', '丨', '凵', '冂', '二']}",,,,,朔,,,1982,2,"['屰月 [flesh/moon]\t', '丷\t一\t屮\t月', '丷\t一\t丨\t凵\t冂\t二']"
㐭,,,lǐn,"{'character': '㐭', 'once': ['亠', '回'], 'radical': ['亠', '回'], 'graphical': ['一', '丶', '回']}",,,,,㐭,,,1982,2,"['亠 [top hat]回 [return]\t', '亠\t回', '一\t丶\t回']"
屰,,,nì jǐ,"{'character': '屰', 'once': ['䒑', '屮'], 'radical': ['丷', '一', '屮'], 'graphical': ['丷', '一', '丨', '凵']}",,,,,屰,,,1999,1,"['䒑 [horn/bunny ears]屮\t', '丷\t一\t屮', '丷\t一\t丨\t凵']"
聶,,,niè shè yè zhé zhè,"{'character': '聶', 'once': ['耳'], 'radical': ['聶'], 'graphical': ['聶']}",,,,,聂,,,2001,3,"['耳 [ear]\t', '聶', '聶']"
鈉,,,nà ruì,"{'character': '鈉', 'once': ['金', '内'], 'radical': ['金', '人', '冂'], 'graphical': ['人', '一', '一', '丨', '一', '丷', '人', '冂']}",,,,,钠,,,2001,3,"['金 [gold]内 [inside/bo burnham]\t', '金\t人\t冂', '人\t一\t一\t丨\t一\t丷\t人\t冂']"
咠,,,qì,"{'character': '咠', 'once': ['口', '耳'], 'radical': ['口', '耳'], 'graphical': ['口', '二', '丨', '二']}",,,,,咠,,,2001,2,"['口 [mouth]耳 [ear]\t', '口\t耳', '口\t二\t丨\t二']"
腊,,,là xī,"{'character': '腊', 'once': ['月', '昔'], 'radical': ['月', '艹', '一', '日'], 'graphical': ['冂', '二', '艹', '一', '口', '一']}",,,,,腊,,,2001,3,"['月 [flesh/moon]昔 [times past]\t', '月\t艹\t一\t日', '冂\t二\t艹\t一\t口\t一']"
畀,give to,,bì,"{'character': '畀', 'once': ['田', '丌'], 'radical': ['田', '一', 'No glyph available'], 'graphical': ['冂', '一', '丨', '一', '一', '丨']}",,,,,畀,,,2019,1,"['田 [rice field]丌\t', '田\t一\tNo glyph available', '冂\t一\t丨\t一\t一\t丨']"
彖,,,tuàn,"{'character': '彖', 'once': ['彑', '𧰨'], 'radical': ['彑', '勹', 'No glyph available', 'No glyph available'], 'graphical': ['㇗', '㇕', '一', '㇆', '㇒', '㇒', '冫']}",,,,,彖,,,2027,2,"['彑𧰨\t', '彑\t勹\tNo glyph available\tNo glyph available', '㇗\t㇕\t一\t㇆\t㇒\t㇒\t冫']"
忧,,,yōu,"{'character': '忧', 'once': ['忄', '尤'], 'radical': ['忄', '尢', '丶'], 'graphical': ['丨', '八', '𠂇', '乚', '丶']}",,,,,忧,,,2028,3,"['忄 [state of mind/ electrode hat]尤 [remarkable]\t', '忄\t尢\t丶', '丨\t八\t𠂇\t乚\t丶']"
縴,,,qiàn,"{'character': '縴', 'once': ['糹', '牽'], 'radical': ['糹', '玄', '冖', '牛'], 'graphical': ['㇛', '丶', '丶', '一', '丶', '㇛', '丶', '冖', '二', '丨', '㇒']}",,,,,纤,,,2028,3,"['糹 [thread]牽 [lead along]\t', '糹\t玄\t冖\t牛', '㇛\t丶\t丶\t一\t丶\t㇛\t丶\t冖\t二\t丨\t㇒']"
夌,Minute Ricemen,,líng,"{'character': '夌', 'once': ['No glyph available', '夂'], 'radical': ['土', '八', '夂'], 'graphical': ['一', '丨', '一', '八', '㇇', '㇏', '㇒']}",,,,,夌,,,2028,2,"['夂 [walking legs/pattis]\t', '土\t八\t夂', '一\t丨\t一\t八\t㇇\t㇏\t㇒']"
碱,,,jiǎn,"{'character': '碱', 'once': ['石', '咸'], 'radical': ['石', '厂', '戈', '一', '口'], 'graphical': ['一', '丿', '口', '厂', '戈', '一', '口']}",,,,,碱,,,2047,3,"['石 [stone]咸 [everybody]\t', '石\t厂\t戈\t一\t口', '一\t丿\t口\t厂\t戈\t一\t口']"
邮,,,yóu chuí,"{'character': '邮', 'once': ['由', '阝'], 'radical': ['二', '丨', '凵', '阝'], 'graphical': ['二', '丨', '凵', '丨', '㇌']}",,,,,邮,,,2064,3,"['由 [wherefore/bamboo shoot]阝 [city walls]\t', '二\t丨\t凵\t阝', '二\t丨\t凵\t丨\t㇌']"
冘,king bowser/giga bowser,,yín yóu,"{'character': '冘', 'once': ['巾', '乚'], 'radical': ['巾', '乚'], 'graphical': ['冂', '丨', '乚']}",,,,,冘,,,2078,2,"['巾 [towel]乚 [hook]\t', '巾\t乚', '冂\t丨\t乚']"
磷,,,lín lǐn lìn líng,"{'character': '磷', 'once': ['石', '粦'], 'radical': ['石', '米', '舛'], 'graphical': ['一', '丿', '口', '一', '丨', '八', '丷', '夕', '一', '丨', '㇗', '丨']}",,,,,磷,,,2079,4,"['石 [stone]粦\t', '石\t米\t舛', '一\t丿\t口\t一\t丨\t八\t丷\t夕\t一\t丨\t㇗\t丨']"
尉,,,wèi yù,"{'character': '尉', 'once': ['No glyph available', '寸'], 'radical': ['尸', '示', '寸'], 'graphical': ['丨', '匚', '二', '亅', '八', '𠂇', '亅', '丶']}",,,,,尉,,,2096,2,"['寸 [Chinese inch / glue]\t', '尸\t示\t寸', '丨\t匚\t二\t亅\t八\t𠂇\t亅\t丶']"
雚,stork,,guàn huán,"{'character': '雚', 'once': ['艹', '𨾴'], 'radical': ['艹', '吅', '隹'], 'graphical': ['艹', '吅', '㇒', '丨', '一', '二', '丨', '一', '丶']}",,,,,雚,,,2111,1,"['艹 [flower]𨾴\t', '艹\t吅\t隹', '艹\t吅\t㇒\t丨\t一\t二\t丨\t一\t丶']"
朴,,,pǔ pò pō piáo pú,"{'character': '朴', 'once': ['木', '卜'], 'radical': ['木', '卜'], 'graphical': ['一', '丨', '八', '丨', '丶']}",,,,,朴,,,2114,2,"['木 [tree]卜 [divination]\t', '木\t卜', '一\t丨\t八\t丨\t丶']"
戕,,,qiāng qiáng,"{'character': '戕', 'once': ['爿', '戈'], 'radical': ['爿', '戈'], 'graphical': ['爿', '戈']}",,,,,戕,,,2125,2,"['爿 [bunk beds]戈 [halberd]\t', '爿\t戈', '爿\t戈']"
苹,,,píng pēng pín,"{'character': '苹', 'once': ['艹', '平'], 'radical': ['艹', '干', '丷'], 'graphical': ['艹', '一', '一', '丨', '丷']}",,,,,苹,,,2155,3,"['艹 [flower]平 [even]\t', '艹\t干\t丷', '艹\t一\t一\t丨\t丷']"
氮,,,dàn,"{'character': '氮', 'once': ['气', '炎'], 'radical': ['气', '炎'], 'graphical': ['丿', '一', '一', '㇠', '炎']}",,,,,氮,,,2189,3,"['气 [air]炎 [inflammation]\t', '气\t炎', '丿\t一\t一\t㇠\t炎']"
丞,,,chéng zhěng,"{'character': '丞', 'once': ['氶', '一'], 'radical': ['㇖', '水', '一'], 'graphical': ['㇖', '亅', '㇇', '冫', '一']}",,,,,丞,,,2211,3,"['氶一 [one]\t', '㇖\t水\t一', '㇖\t亅\t㇇\t冫\t一']"
黍,,,shǔ,"{'character': '黍', 'once': ['禾', '氽'], 'radical': ['黍'], 'graphical': ['㇒', '一', '丨', '八', '人', '亅', '㇇', '冫']}",,,,,黍,,,2213,2,"['禾 [standing grain]氽\t', '黍', '㇒\t一\t丨\t八\t人\t亅\t㇇\t冫']"
淩,,,líng,"{'character': '淩', 'once': ['氵', '夌'], 'radical': ['氵', '土', '八', '夂'], 'graphical': ['⺀', '㇀', '一', '丨', '一', '八', '㇇', '㇏', '㇒']}",,,,,凌,,,2213,3,"['氵 [water]夌 [Minute Ricemen]\t', '氵\t土\t八\t夂', '⺀\t㇀\t一\t丨\t一\t八\t㇇\t㇏\t㇒']"
袞,,,gǔn,"{'character': '袞', 'once': ['六', 'No glyph available'], 'radical': ['亠', '八', '口', '㇒', '㇗', 'No glyph available'], 'graphical': ['一', '丶', '八', '口', '㇒', '㇗', '冫']}",,,,,衮,,,2228,3,"['六 [six]\t', '亠\t八\t口\t㇒\t㇗\tNo glyph available', '一\t丶\t八\t口\t㇒\t㇗\t冫']"
戊,parade,,wù,"{'character': '戊', 'once': ['厂', '戈'], 'radical': ['厂', '戈'], 'graphical': ['厂', '戈']}",,,,,戊,,,2246,1,"['厂 [drag]戈 [halberd]\t', '厂\t戈', '厂\t戈']"
粦,,,lín,"{'character': '粦', 'once': ['米', '舛'], 'radical': ['米', '舛'], 'graphical': ['一', '丨', '八', '丷', '夕', '一', '丨', '㇗', '丨']}",,,,,粦,,,2264,3,"['米 [rice]舛\t', '米\t舛', '一\t丨\t八\t丷\t夕\t一\t丨\t㇗\t丨']"
硝,,,xiāo qiào,"{'character': '硝', 'once': ['石', '肖'], 'radical': ['石', '⺌', '月'], 'graphical': ['一', '丿', '口', '丨', '丷', '冂', '二']}",,,,,硝,,,2268,3,"['石 [stone]肖 [remeble/candle]\t', '石\t⺌\t月', '一\t丿\t口\t丨\t丷\t冂\t二']"
翟,headress,,dí zhái,"{'character': '翟', 'once': ['羽', '隹'], 'radical': ['羽', '隹'], 'graphical': ['羽', '㇒', '丨', '一', '二', '丨', '一', '丶']}",,,,,翟,,,2268,2,"['羽 [feathers]隹 [turkey]\t', '羽\t隹', '羽\t㇒\t丨\t一\t二\t丨\t一\t丶']"
氨,,,ān,"{'character': '氨', 'once': ['气', '安'], 'radical': ['气', '宀', '女'], 'graphical': ['丿', '一', '一', '㇠', '冖', '丶', '㇛', '一', '丿']}",,,,,氨,,,2268,3,"['气 [air]安 [peaceful]\t', '气\t宀\t女', '丿\t一\t一\t㇠\t冖\t丶\t㇛\t一\t丿']"
泄,,,xiè yì,"{'character': '泄', 'once': ['氵', '世'], 'radical': ['氵', '㇗', '廿'], 'graphical': ['⺀', '㇀', '㇗', '卄', '一']}",,,,,泄,,,2300,2,"['氵 [water]世 [generation]\t', '氵\t㇗\t廿', '⺀\t㇀\t㇗\t卄\t一']"
耤,,,jí jiè,"{'character': '耤', 'once': ['耒', '昔'], 'radical': ['耒', '艹', '一', '日'], 'graphical': ['一', '二', '丨', '八', '艹', '一', '口', '一']}",,,,,耤,,,2315,3,"['耒昔 [times past]\t', '耒\t艹\t一\t日', '一\t二\t丨\t八\t艹\t一\t口\t一']"
巿,,,fú,"{'character': '巿', 'once': ['十', '巾'], 'radical': ['十', '巾'], 'graphical': ['一', '丨', '冂', '丨']}",,,,,巿,,,2317,2,"['十 [ten]巾 [towel]\t', '十\t巾', '一\t丨\t冂\t丨']"
澱,,,diàn,"{'character': '澱', 'once': ['氵', '殿'], 'radical': ['氵', '尸', '艹', '一', '八', '殳'], 'graphical': ['⺀', '㇀', '丨', '匚', '艹', '一', '八', '丿', '㇠', '㇇', '㇏']}",,,,,淀,,,2317,4,"['氵 [water]殿 [ceremonial hall]\t', '氵\t尸\t艹\t一\t八\t殳', '⺀\t㇀\t丨\t匚\t艹\t一\t八\t丿\t㇠\t㇇\t㇏']"
艷,,,yàn,"{'character': '艷', 'once': ['豐', '色'], 'radical': ['山', 'No glyph available', '豆', '色'], 'graphical': ['丨', '凵', '丰', '一', '口', '丷', '一', '⺈', '丨', '匚', '丨', '乚']}",,,,,艳,,,2317,3,"['豐 [plentiful]色 [color]\t', '山\tNo glyph available\t豆\t色', '丨\t凵\t丰\t一\t口\t丷\t一\t⺈\t丨\t匚\t丨\t乚']"
沓,,,tà dá,"{'character': '沓', 'once': ['水', '日'], 'radical': ['水', '日'], 'graphical': ['亅', '㇇', '冫', '口', '一']}",,,,,沓,,,2349,3,"['水 [water]日 [day]\t', '水\t日', '亅\t㇇\t冫\t口\t一']"
鉀,,,jiǎ gé hé,"{'character': '鉀', 'once': ['金', '甲'], 'radical': ['金', '冂', '二', '丨'], 'graphical': ['人', '一', '一', '丨', '一', '丷', '冂', '二', '丨']}",,,,,钾,,,2350,3,"['金 [gold]甲 [first/oddish]\t', '金\t冂\t二\t丨', '人\t一\t一\t丨\t一\t丷\t冂\t二\t丨']"
鏈,,,liàn lián,"{'character': '鏈', 'once': ['金', '連'], 'radical': ['金', '辶', '車'], 'graphical': ['人', '一', '一', '丨', '一', '丷', '丶', '㇆', '㇝', '二', '丨', '口', '一']}",,,,,链,,,2350,4,"['金 [gold]連 [one after another]\t', '金\t辶\t車', '人\t一\t一\t丨\t一\t丷\t丶\t㇆\t㇝\t二\t丨\t口\t一']"
倝,,,gàn,"{'character': '倝', 'once': ['龺', '人'], 'radical': ['十', '日', '十', '人'], 'graphical': ['一', '丨', '口', '一', '一', '丨', '人']}",,,,,倝,,,2350,3,"['龺 [mist]人 [person]\t', '十\t日\t十\t人', '一\t丨\t口\t一\t一\t丨\t人']"
雌,,,cí cī,"{'character': '雌', 'once': ['此', '隹'], 'radical': ['止', '匕', '隹'], 'graphical': ['丨', '一', '丨', '一', '乚', '㇒', '㇒', '丨', '一', '二', '丨', '一', '丶']}",,,,,雌,,,2350,3,"['此 [this (literary)]隹 [turkey]\t', '止\t匕\t隹', '丨\t一\t丨\t一\t乚\t㇒\t㇒\t丨\t一\t二\t丨\t一\t丶']"
胚,,,pēi,"{'character': '胚', 'once': ['月', '丕'], 'radical': ['月', '一', '丿', '卜', '一'], 'graphical': ['冂', '二', '一', '丿', '丨', '丶', '一']}",,,,,胚,,,2350,3,"['月 [flesh/moon]丕\t', '月\t一\t丿\t卜\t一', '冂\t二\t一\t丿\t丨\t丶\t一']"
刅,,,chuāng,"{'character': '刅', 'once': ['刀', '八'], 'radical': ['刀', '八'], 'graphical': ['㇆', '丿', '八']}",,,,,刅,,,2376,3,"['刀 [sword]八 [eight]\t', '刀\t八', '㇆\t丿\t八']"
黽,,,mǐn miǎn měng méng,"{'character': '黽', 'once': ['No glyph available', '𦥑'], 'radical': ['黽'], 'graphical': ['一', '乚', '𦥑']}",,,,,黾,,,2377,1,"['𦥑\t', '黽', '一\t乚\t𦥑']"
敖,,,áo ào,"{'character': '敖', 'once': ['No glyph available', '⺙'], 'radical': ['龶', '一', '丿', '㇆', '⺙'], 'graphical': ['龶', '一', '丿', '㇆', '丿', '一', '乂']}",,,,,敖,,,2377,4,"['⺙ [taskmaster]\t', '龶\t一\t丿\t㇆\t⺙', '龶\t一\t丿\t㇆\t丿\t一\t乂']"
奸,,,jiān,"{'character': '奸', 'once': ['女', '干'], 'radical': ['女', '干'], 'graphical': ['㇛', '一', '丿', '一', '一', '丨']}",,,,,奸,,,2380,2,"['女 [woman]干 [offend]\t', '女\t干', '㇛\t一\t丿\t一\t一\t丨']"
浙,,,zhè,"{'character': '浙', 'once': ['氵', '折'], 'radical': ['氵', '扌', '斤'], 'graphical': ['⺀', '㇀', '亅', '二', '丿', '㇒', '一', '丨']}",,,,,浙,,,2380,3,"['氵 [water]折 [discount]\t', '氵\t扌\t斤', '⺀\t㇀\t亅\t二\t丿\t㇒\t一\t丨']"
𧴪,,,suǒ,"{'character': '𧴪', 'once': ['小', '貝'], 'radical': ['小', '貝'], 'graphical': ['亅', '八', '口', '二', '八']}",,,,,𭕆,,,2380,2,"['小 [small]貝 [shellfish]\t', '小\t貝', '亅\t八\t口\t二\t八']"
洒,,,sǎ xǐ lí shī xiǎn,"{'character': '洒', 'once': ['氵', '西'], 'radical': ['氵', '西'], 'graphical': ['⺀', '㇀', '一', '丿', '乚', '冂', '一']}",,,,,洒,,,2380,2,"['氵 [water]西 [west]\t', '氵\t西', '⺀\t㇀\t一\t丿\t乚\t冂\t一']"
鄂,,,è,"{'character': '鄂', 'once': ['咢', '阝'], 'radical': ['吅', '二', '㇉', '阝'], 'graphical': ['吅', '二', '㇉', '丨', '㇌']}",,,,,鄂,,,2410,4,"['咢阝 [city walls]\t', '吅\t二\t㇉\t阝', '吅\t二\t㇉\t丨\t㇌']"
肙,tiny worm,,yuān,"{'character': '肙', 'once': ['口', '月'], 'radical': ['口', '月'], 'graphical': ['口', '冂', '二']}",,,,,肙,,,2431,2,"['口 [mouth]月 [flesh/moon]\t', '口\t月', '口\t冂\t二']"
疇,,,chóu,"{'character': '疇', 'once': ['田', '壽'], 'radical': ['田', '士', '㇖', '工', '一', '口', '寸'], 'graphical': ['冂', '一', '丨', '一', '一', '丨', '一', '㇖', '一', '丨', '一', '一', '口', '𠂇', '亅', '丶']}",,,,,畴,,,2433,3,"['田 [rice field]壽 [longevity]\t', '田\t士\t㇖\t工\t一\t口\t寸', '冂\t一\t丨\t一\t一\t丨\t一\t㇖\t一\t丨\t一\t一\t口\t𠂇\t亅\t丶']"
竪,,,shù,"{'character': '竪', 'once': ['臤', '立'], 'radical': ['臣', '又', '立'], 'graphical': ['一', '㇗', '丨', '匚', '㇇', '㇏', '一', '丶', '丷', '一']}",,,,,竖,,,2433,3,"['臤 [scrooge]立 [standing up]\t', '臣\t又\t立', '一\t㇗\t丨\t匚\t㇇\t㇏\t一\t丶\t丷\t一']"
詈,,,lì,"{'character': '詈', 'once': ['罒', '言'], 'radical': ['罒', '言'], 'graphical': ['口', '丨', '一', '丶', '二', '口']}",,,,,詈,,,2433,4,"['罒 [net]言 [say]\t', '罒\t言', '口\t丨\t一\t丶\t二\t口']"
硅,,,guī hè huò,"{'character': '硅', 'once': ['石', '圭'], 'radical': ['石', '圭'], 'graphical': ['一', '丿', '口', '圭']}",,,,,硅,,,2433,3,"['石 [stone]圭 [bricks]\t', '石\t圭', '一\t丿\t口\t圭']"
陝,,,xiá shǎn,"{'character': '陝', 'once': ['阝', '㚒'], 'radical': ['阝', '大', '𠓜'], 'graphical': ['丨', '㇌', '人', '一', '𠓜']}",,,,,陕,,,2433,4,"['阝 [city walls]㚒\t', '阝\t大\t𠓜', '丨\t㇌\t人\t一\t𠓜']"
亶,,,dǎn dàn,"{'character': '亶', 'once': ['亠', 'No glyph available'], 'radical': ['亠', '回', '日', '一'], 'graphical': ['一', '丶', '回', '口', '一', '一']}",,,,,亶,,,2433,3,"['亠 [top hat]\t', '亠\t回\t日\t一', '一\t丶\t回\t口\t一\t一']"
炕,,,kàng hāng,"{'character': '炕', 'once': ['火', '亢'], 'radical': ['火', '亠', '几'], 'graphical': ['丿', '丶', '冫', '一', '丶', '丿', '㇠']}",,,,,炕,,,2433,2,"['火 [fire]亢 [wirlwind]\t', '火\t亠\t几', '丿\t丶\t冫\t一\t丶\t丿\t㇠']"
𣦼,,,cán,"{'character': '𣦼', 'once': ['歺', '又'], 'radical': ['歺', '又'], 'graphical': ['丨', '一', '夕', '㇇', '㇏']}",,,,,𣦼,,,2465,2,"['歺又 [again]\t', '歺\t又', '丨\t一\t夕\t㇇\t㇏']"
穵,,,wā yà,"{'character': '穵', 'once': ['穴', '㇠'], 'radical': ['穴', '㇠'], 'graphical': ['冖', '丶', '八', '㇠']}",,,,,穵,,,2466,2,"['穴 [hole]㇠\t', '穴\t㇠', '冖\t丶\t八\t㇠']"
奚,vulture in a cocoon,,xī xí,"{'character': '奚', 'once': ['爫', '𡗞'], 'radical': ['爫', '幺', '大'], 'graphical': ['爫', '㇛', '丶', '人', '一']}",,,,,奚,,,2466,2,"['爫𡗞\t', '爫\t幺\t大', '爫\t㇛\t丶\t人\t一']"
尞,,,liáo liào,"{'character': '尞', 'once': ['𡗜', 'No glyph available'], 'radical': ['大', '丷', '日', '小'], 'graphical': ['人', '一', '丷', '口', '一', '亅', '八']}",,,,,尞,,,2466,2,"['𡗜\t', '大\t丷\t日\t小', '人\t一\t丷\t口\t一\t亅\t八']"
竈,,,zào,"{'character': '竈', 'once': ['穴', 'No glyph available'], 'radical': ['穴', '土', '黽'], 'graphical': ['冖', '丶', '八', '一', '丨', '一', '一', '乚', '𦥑']}",,,,,灶,,,2470,2,"['穴 [hole]\t', '穴\t土\t黽', '冖\t丶\t八\t一\t丨\t一\t一\t乚\t𦥑']"
匡,,,kuāng,"{'character': '匡', 'once': ['匚', '王'], 'radical': ['匚', '王'], 'graphical': ['一', '㇗', '一', '一', '丨', '一']}",,,,,匡,,,2492,2,"['匚 [box]王 [king]\t', '匚\t王', '一\t㇗\t一\t一\t丨\t一']"
叀,,,zhuān huì,"{'character': '叀', 'once': ['𤰔', '厶'], 'radical': ['十', '二', '丨', '凵', '厶'], 'graphical': ['一', '丨', '二', '丨', '凵', '㇛', '丶']}",,,,,叀,,,2494,1,"['𤰔厶\t', '十\t二\t丨\t凵\t厶', '一\t丨\t二\t丨\t凵\t㇛\t丶']"
熔,,,róng,"{'character': '熔', 'once': ['火', '容'], 'radical': ['火', '宀', '谷'], 'graphical': ['丿', '丶', '冫', '冖', '丶', '八', '人', '口']}",,,,,熔,,,2495,4,"['火 [fire]容 [contain]\t', '火\t宀\t谷', '丿\t丶\t冫\t冖\t丶\t八\t人\t口']"
鈎,,,gōu gòu qú,"{'character': '鈎', 'once': ['金', '勾'], 'radical': ['金', '勹', '厶'], 'graphical': ['人', '一', '一', '丨', '一', '丷', '㇆', '㇒', '㇛', '丶']}",,,,,钩,,,2495,3,"['金 [gold]勾 [cross out]\t', '金\t勹\t厶', '人\t一\t一\t丨\t一\t丷\t㇆\t㇒\t㇛\t丶']"
輓,,,wǎn,"{'character': '輓', 'once': ['車', '免'], 'radical': ['車', '⺈', '口', '丨', '乚'], 'graphical': ['二', '丨', '口', '一', '⺈', '口', '丨', '乚']}",,,,,挽,,,2495,2,"['車 [car]免 [avoid]\t', '車\t⺈\t口\t丨\t乚', '二\t丨\t口\t一\t⺈\t口\t丨\t乚']"
抒,,,shū,"{'character': '抒', 'once': ['扌', '予'], 'radical': ['扌', '龴', '㇖', '亅'], 'graphical': ['亅', '二', '龴', '㇖', '亅']}",,,,,抒,,,2522,2,"['扌 [finger]予 [bestow]\t', '扌\t龴\t㇖\t亅', '亅\t二\t龴\t㇖\t亅']"
畺,,,jiāng jiàng,"{'character': '畺', 'once': ['三', '畕'], 'radical': ['一', '二', '畕'], 'graphical': ['一', '二', '畕']}",,,,,畺,,,2522,2,"['三 [three]畕\t', '一\t二\t畕', '一\t二\t畕']"
秧,,,yāng,"{'character': '秧', 'once': ['禾', '央'], 'radical': ['禾', '大', '冂'], 'graphical': ['㇒', '一', '丨', '八', '人', '一', '冂']}",,,,,秧,,,2522,3,"['禾 [standing grain]央 [center]\t', '禾\t大\t冂', '㇒\t一\t丨\t八\t人\t一\t冂']"
桼,,,qī,"{'character': '桼', 'once': ['木', 'No glyph available'], 'radical': ['木', '人', '氺'], 'graphical': ['一', '丨', '八', '人', '亅', '丶', '㇀', '冫']}",,,,,桼,,,2522,2,"['木 [tree]\t', '木\t人\t氺', '一\t丨\t八\t人\t亅\t丶\t㇀\t冫']"
忝,,,tiǎn,"{'character': '忝', 'once': ['天', '㣺'], 'radical': ['一', '大', '丨', '㇒', 'No glyph available'], 'graphical': ['一', '人', '一', '丨', '㇒', '㇏']}",,,,,忝,,,2554,3,"['天 [heavens]㣺\t', '一\t大\t丨\t㇒\tNo glyph available', '一\t人\t一\t丨\t㇒\t㇏']"
賬,,,zhàng,"{'character': '賬', 'once': ['貝', '長'], 'radical': ['貝', '長'], 'graphical': ['口', '二', '八', '彐', '一', '乚', '冫']}",,,,,账,,,2555,2,"['貝 [shellfish]長 [long]\t', '貝\t長', '口\t二\t八\t彐\t一\t乚\t冫']"
